id,value
id_130,1.0482265117370313
id_131,30.28810281491303
id_132,15.20961030486907
id_133,22.687624700269925
id_134,26.055720715271356
id_135,24.43090143165984
id_136,9.108293177783906
id_137,22.614426805819402
id_138,76.82332100869435
id_139,63.997964190347915
id_140,27.81438035202249
id_141,18.2946730957209
id_142,22.97252606862269
id_143,6.1279041238807315
id_144,13.7190335970278
id_145,9.139107737328173
id_146,17.821584333601816
id_147,6.91279591870028
id_148,9.511697024700204
id_149,14.247446144360053
id_150,42.88114419034591
id_151,15.193674245252316
id_152,20.208099646761298
id_153,12.705261328272597
id_154,13.356893736878044
id_155,22.578759809385925
id_156,21.012560709643186
id_157,35.84780041757149
id_158,3.0982498455699043
id_159,20.439212820209026
id_160,39.77117249489288
id_161,17.956921088673536
id_162,57.7223398531945
id_163,15.352135833412541
id_164,32.93004662764122
id_165,24.540531817477564
id_166,21.379022660190273
id_167,0.20155752089438836
id_168,66.48303330765427
id_169,14.755326338819286
id_170,14.877168145394217
id_171,68.27373862600506
id_172,18.914917490731497
id_173,2.7120940140534513
id_174,22.671490319116014
id_175,-0.08387447549549333
id_176,7.9502131508929885
id_177,16.106844327780365
id_178,21.2151713115243
id_179,20.744874779257653
id_180,40.900933839685145
id_181,34.4909606286727
id_182,30.615306435126694
id_183,14.063071990966836
id_184,6.485834988303438
id_185,40.666804475061745
id_186,33.61916610368623
id_187,33.063286160743445
id_188,12.954831523145872
id_189,23.581034676850443
id_190,13.66447586495876
id_191,14.788714756290744
id_192,27.951345534075514
id_193,74.14015787439558
id_194,31.891976129560955
id_195,9.72149462607498
id_196,59.322002894620844
id_197,18.04801182024324
id_198,18.463460412675186
id_199,19.752784156346042
id_200,119.12812812431548
id_201,21.810716568803244
id_202,57.216928831342315
id_203,3.7018457346567004
id_204,56.117458888857236
id_205,31.85032286581705
id_206,13.317892422659765
id_207,15.227684986154502
id_208,58.38910800777953
id_209,13.675362090139053
id_210,39.263867596936144
id_211,65.67598330533643
id_212,19.278821271067162
id_213,112.03302374760035
id_214,39.84893722676915
id_215,72.90165372237264
id_216,87.32363352789658
id_217,68.52250612348571
id_218,31.794497053055185
id_219,22.691294893688145
id_220,29.579308075320387
id_221,54.03505758510482
id_222,24.772180565189853
id_223,36.681745576415196
id_224,43.18548724105239
id_225,9.014286163939305
id_226,5.315532466550773
id_227,80.23626476098222
id_228,27.415544365167786
id_229,1.9656107102343627
id_230,38.99167436556327
id_231,12.99390769338769
id_232,21.458760591945328
id_233,6.010811002867241
id_234,14.699852919686128
id_235,22.698503588400197
id_236,14.281591004160047
id_237,4.3702098228449895
id_238,23.32118920355562
id_239,12.11985612415722
